,epsilon_out,train_acc,test_acc,attack_acc_mean,attack_acc_std,attack_pre_mean,attack_pre_std,attack_rec_mean,attack_rec_std
0,0.1,0.151,0.1485,0.5015,0.0010128343069492193,0.5045616415628472,0.002683501322125771,0.16465,0.015187686898712829
1,0.5,0.1565,0.1556,0.5007083333333333,0.00043819389417115365,0.5021388193265258,0.001241455246825742,0.1687,0.011513180852107445
2,1.0,0.1685,0.1691,0.5001583333333334,0.0004227062284324125,0.5004506631858782,0.0011017520697443688,0.18006666666666662,0.008863157200205547
3,5.0,0.1077,0.1095,0.5002,0.0012523311596112868,0.5004220969201129,0.004463247745771531,0.11955,0.013771195784438374
4,10.0,0.1605,0.1596,0.5006416666666667,0.00040662909662519427,0.5017782416312953,0.0009730287902005911,0.17486666666666664,0.012579039002333293
5,50.0,0.1364,0.1366,0.4998916666666667,0.00022988523706887005,0.49959365495570296,0.0007369825246161463,0.1481333333333333,0.01319099019111993
6,100.0,0.1831,0.1857,0.49889166666666673,0.0009679947773045484,0.49705707933672727,0.0023884980492641216,0.1953,0.012836796069632532
7,500.0,0.21,0.2089,0.49967500000000004,0.00036600318759996133,0.49925692791371973,0.0008181404196804566,0.21334999999999996,0.004666458328682832
8,1000.0,0.3593,0.3574,0.5005166666666668,0.00034480268109295657,0.5007192067752885,0.0004824684659263714,0.35841666666666666,0.0022981272568961208
9,5000.0,0.6144,0.6009,0.5051666666666668,0.00137285185734742,0.5043886446517586,0.0010658404998741629,0.5873666666666666,0.027936574990900753
10,10000.0,0.7495,0.7341,0.5076166666666667,0.00018408935028648267,0.5053659306094668,0.0004165249441109419,0.7208333333333333,0.04715204720428963
